,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
0,27.40161906209847,38.029400130156816,48.781110741345216,50.058181749369666,49.72589206614224,49.372024317430274,28.67917264289198,76.17777520076537,50.15421803318074,49.749542265927616,49.67159084097284,49.5880042422191,29.56919376441051,66.26515020966166,50.10267546947264,49.80203717161838,49.73139320189199,49.655519447718305,24.202721566424685,61.62613756509194,48.30770111895801,49.78567935115974,49.5762561240103,49.35099856474767,33.636117298619986,19.16853296036966,51.25196362064564,49.45513190036756,49.65379153744168,49.86840657370702,39.69770710824263,73.96882478659823,50.92734609740759,49.449121901562904,49.75029765144524,50.074315986209555,37.83676170912715,69.83627204030228,49.54057647921198,49.42847746906128,49.73878971301012,50.07055184988192,41.75710717246839,54.17373775660519,50.61537745936617,49.27156765044033,49.77447889552458,50.308703330991094,47.94437144635093,71.93453956073034,51.070367226387276,49.168872522716185,49.843237365159936,50.55218406713031,37.046345598943994,13.453439401029478,47.276853495164744,49.619677970021186,49.773615033804646,49.93321975426872,30.769576136324055,61.28425462784833,47.66717979050836,50.466044533000854,49.71820722743348,48.94526877613042,37.141435929453095,35.78494458423772,51.326963231910455,50.057013798793264,49.86421154921483,49.66187508576492,34.286719460144624,44.5085702130518,48.89993839948109,50.019938824191,49.71702588789219,49.397873305990686,39.08845456265343,64.03880780894617,51.05932833588527,49.74218233063159,49.775189832021724,49.81018456497267,0.0
0,20.4014403774955,61.62613756509194,48.307690435089555,49.785675832973325,49.576254621315144,49.35099924687442,30.084862780335786,19.16853296036966,51.25196362064564,49.45513598828538,49.65379231228586,49.868403744206674,36.339891646163366,73.96882478659823,50.92734609740759,49.44911940831054,49.75029689410471,50.07431708092153,34.66971259154002,69.83627204030228,49.540587297067844,49.42847444934189,49.73878972104323,50.070555067119855,38.71425998810165,54.17373775660519,50.61538826027213,49.2715737593723,49.774481215025006,50.30870154689195,45.117675521634816,71.93453956073034,51.070345392532175,49.16886646053818,49.84323660104664,50.552188825197916,34.99285878399892,13.453439401029478,47.276853495164744,49.6196885506953,49.77361659192388,49.93321192962344,29.126898065260637,61.28425462784833,47.66717979050836,50.46604891065837,49.71820802047725,48.9452658573186,35.58706534072288,35.78494458423772,51.326963231910455,50.057013105014846,49.864210003216385,49.661872628805554,32.876177987405555,44.5085702130518,48.89993839948109,50.01994036561739,49.717025903319,49.397871681770894,37.740419946114365,64.03880780894617,51.05931711121417,49.74218208062695,49.7751882822738,49.81018164183155,32.979060727015806,121.62475199185599,48.06081555905871,50.144660410867516,49.726665289288604,49.283806444425124,0.0,,,,,,,,,,,,
0,31.732697460678544,19.16853296036966,51.25194137251236,49.455137614199174,49.65379229376437,49.86840192935651,37.90006098088385,73.96882478659823,50.9273680350089,49.44912122157234,49.75029841453083,50.07431826756239,36.14188432239694,69.83627204030228,49.540565711057056,49.42847645078143,49.73878971100184,50.070552889484674,40.12984864540232,54.17373775660519,50.61539919493623,49.271567550745345,49.77448043548401,50.30870652935995,46.434066799403766,71.93453956073034,51.070323789904506,49.16886980383313,49.84323659377979,50.55218520921339,35.95088681493183,13.453439401029478,47.276863600052366,49.6196826872481,49.773615033804646,49.93321482702862,29.89405784964075,61.28425462784833,47.66719052031796,50.46604658585099,49.71820722743348,48.945266755632304,36.3135332040549,35.78494458423772,51.326974480412034,50.057011013294186,49.86421077146312,49.66187643328506,33.535588789864235,44.5085702130518,48.89991631921788,50.01994552570967,49.717026664497624,49.397867882010516,38.37096776735386,64.03880780894617,51.05933967946376,49.742182322602375,49.775189832021724,49.81018457313753,33.513488676577786,121.62475199185599,48.06079356042136,50.144665291651165,49.72666606136967,49.28380293797467,39.529384575062544,7.344841361110774,51.44308427634374,49.862089943821005,49.81480803684582,49.76427930061149,0.0,,,,,,,,,,,,
0,31.7326801743185,19.16853296036966,51.25195256577922,49.45512899288701,49.653790011566684,49.86840650785521,37.89995695456313,73.96882478659823,50.927357116832894,49.449124189087755,49.750298416445844,50.07431505481506,36.141828865115585,69.83627204030228,49.54057647921198,49.428476646217206,49.73878971301012,50.07055268053131,40.129659607110355,54.17373775660519,50.61537745936617,49.27156121107369,49.77447812467565,50.30870849372748,46.43401689513244,71.93453956073034,51.070345623754946,49.16887419300946,49.8432373639488,50.55218210960901,35.95085849151068,13.453439401029478,47.276863600052366,49.619686641938856,49.77361580585719,49.933212296575064,29.89401553493629,61.28425462784833,47.66717953422251,50.466049115882726,49.718206451873385,48.94526252630155,36.31343593230278,35.78494458423772,51.32696338117397,50.057014861916116,49.86421077040704,49.66187236869244,33.53560427720537,44.5085702130518,48.89996047974921,50.01993818453683,49.71702744110307,49.39787714925798,38.37094561703397,64.03880780894617,51.05932821697917,49.74217903068528,49.775189832021724,49.81018806425067,33.51340781167123,121.62475199185599,48.06077156178891,50.14466287469112,49.72666293025327,49.28379906761498,39.52927469897557,7.344841361110774,51.44307311313703,49.862088448308356,49.81480567625755,49.7642760167775,46.65292052908919,60.253947479523774,51.949435096598066,49.88544026059074,49.944339958010715,50.00734598491769,0.0,,,,,,
0,31.73253886822857,19.16853296036966,51.25195256577922,49.45513736856785,49.65379229376437,49.86840217804601,37.89988618652017,73.96882478659823,50.927357116832894,49.44912051946561,49.75029764761521,50.07431740414732,36.141745674568845,69.83627204030228,49.54057647921198,49.4284757345516,49.73878970899359,50.070553624172476,40.12981309703916,54.17373775660519,50.61541006272125,49.27156717445081,49.77448120459452,50.30870846411423,46.43401203714419,71.93453956073034,51.070312872982825,49.16888093495314,49.84323813896235,50.552176592743294,35.95079206384629,13.453439401029478,47.276863600052366,49.6196839264085,49.77361503730819,49.93321356202863,29.893930192026197,61.28425462784833,47.66717953422251,50.46604893522783,49.718206456244346,48.945262678484866,36.31338739122284,35.78494458423772,51.32696338117397,50.05701318013709,49.86420921701581,49.66187093934559,33.535547865444634,44.5085702130518,48.89996047974921,50.019935730001436,49.717026662293804,49.39787811993547,38.37086449806745,64.03880780894617,51.059316992309306,49.74218211966365,49.775189830265916,49.810184786243966,33.51336588587357,121.62475199185599,48.06079356042136,50.14466169964753,49.72666449367185,49.28380349701065,39.5292237176329,7.344841361110774,51.44306162302637,49.86209228554176,49.81480724756038,49.76427516535993,46.65291145765865,60.253947479523774,51.949435096598066,49.885440487030976,49.94433995932381,50.00734574985006,56.49747714499058,59.76076738241798,53.4108455986035,50.86273945514124,50.31187296192772,49.72331978770357,0.0
0,34.68622472158613,73.96882478659823,50.9273680350089,49.4491217862749,49.75029841453083,50.074317697294475,33.08802886375444,69.83627204030228,49.54057652891174,49.428477209449866,49.738790479837235,50.07055371111906,37.24013244707695,54.17373775660519,50.61537739248827,49.271568245794256,49.774479666373495,50.30870427213301,43.81139047534137,71.93453956073034,51.07035630945853,49.168878858118944,49.84323813896235,50.55217897032614,33.96373125063738,13.453439401029478,47.276853495164744,49.61967921790885,49.77361503730819,49.93321848049973,28.262583535822344,61.28425462784833,47.66717979050836,50.4660435674315,49.7182072318044,48.94526970085822,34.80957344707565,35.78494458423772,51.326963231910455,50.057013791869736,49.86421155132706,49.66187507969323,32.154876251695164,44.5085702130518,48.899927298288276,50.019940894669475,49.71702511349062,49.39786950632687,37.0765636481608,64.03880780894617,51.059317230119035,49.74218130032443,49.77518749071953,49.81018083886349,32.39465515668518,121.62475199185599,48.06081534367323,50.14466364884953,49.72666605709047,49.28380458849104,38.4979242985109,7.344841361110774,51.44307294968506,49.862093709553335,49.814808818863156,49.76427688642816,45.728616995269554,60.253947479523774,51.94943487893326,49.885440071728155,49.94433996063694,50.007346206162254,55.7274150617915,59.76076738241798,53.410845225046685,50.8627412867972,50.3118737413849,49.72331936088425,49.745593549795174,29.235096594130212,48.00099828821001,50.14834010258009,50.07402516234296,49.99371886835458,0.0
0,36.53928613425291,54.17373775660519,50.61537739248827,49.27156622121275,49.77447966985034,50.30870629906168,42.777127623727786,71.93453956073034,51.07034550814353,49.16887759732988,49.84323814138459,50.55218009826892,33.62461239604803,13.453439401029478,47.276863891072,49.6196829815196,49.773615814616065,49.93321611215457,28.20825686137743,61.28425462784833,47.66720176269685,50.466043653658076,49.71820956504095,48.94527454824859,34.518898681444604,35.78494458423772,51.32694043638553,50.05701401388656,49.86421000216028,49.661871731684386,31.9761902751386,44.5085702130518,48.8999495006739,50.019943927357716,49.71702823754282,49.397872809738104,36.75438778914389,64.03880780894617,51.059316992309306,49.7421817155269,49.77518906680473,49.81018363650978,32.24222452668415,121.62475199185599,48.06080466743275,50.14466285749563,49.726665295707434,49.28380398602714,38.20408984314915,7.344841361110774,51.44307278623313,49.8620911967146,49.81480804702113,49.7642779897388,45.30618196614617,60.253947479523774,51.94942349573783,49.885440176428304,49.94433996413852,50.00734608092023,55.19749860239891,59.76076738241798,53.410845225046685,50.86274170865275,50.31187372175387,49.72331905960779,49.369987546138454,29.235096594130212,48.00098769741636,50.148335755814145,50.07402280458031,49.99371868530271,49.230077182524454,45.883188217552586,49.94901340726929,50.008808999900836,50.00369871608463,49.99816789828233,0.0,,,,,,
0,43.25210475240749,71.93453956073034,51.07033459121834,49.16887606103198,49.84323814380687,50.55218164116941,34.26871841459457,13.453439401029478,47.27687457799993,49.61969066179506,49.773618139532445,49.93321286225094,28.884636101579996,61.28425462784833,47.667158074608096,50.46605572798681,49.718207249288184,48.94525738263326,34.99505218275728,35.78494458423772,51.3269746296768,50.057014261822076,49.86421078202416,49.66187301643872,32.471168103584645,44.5085702130518,48.89993839948109,50.01994105035979,49.71702590772665,49.39787097562389,37.12234230817681,64.03880780894617,51.05935078522748,49.74218062679533,49.775190628843305,49.81018801740997,32.64298198549513,121.62475199185599,48.06076067017027,50.14466611947283,49.726663734428556,49.2837972312891,38.47688516655416,7.344841361110774,51.44308443979699,49.86209338200972,49.81480804702113,49.76427563979182,45.44955043168499,60.253947479523774,51.94943487893326,49.88543849046469,49.94433917775768,50.007346277891855,55.20254578067754,59.76076738241798,53.4108561770759,50.86274298208042,50.31187372420776,49.72331751856895,49.43394975271163,29.235096594130212,48.000977318335075,50.148335455542735,50.07402280516091,49.9937189834162,49.295254520245415,45.883188217552586,49.94900260044591,50.008807094798314,50.00369793232129,49.99816832626941,48.13190705543375,42.17743694536604,49.59184507563987,50.01439392835351,50.00739559115861,49.99982054046272,0.0,,,,,,
0,43.252089987103275,71.93453956073034,51.07034550814353,49.1688719538826,49.84323737000447,50.55218447780727,34.26865626856762,13.453439401029478,47.276863891072,49.61968268494927,49.773615814616065,49.933216410141,28.88461878833884,61.28425462784833,47.66717979050836,50.46604953043217,49.71820723836082,48.94526379339523,34.99500523751885,35.78494458423772,51.326963231910455,50.05701317225204,49.86420999899195,49.66187258786934,32.47111661935675,44.5085702130518,48.89993839948109,50.01994015094391,49.71702589450369,49.3978719498908,37.12217030217883,64.03880780894617,51.05931711121417,49.74218631343726,49.77518983728916,49.810180351081655,32.642878274651,121.62475199185599,48.06079334503346,50.14466626834036,49.72666450223031,49.283798678534836,38.47686726858196,7.344841361110774,51.44309576645696,49.862090066295636,49.81480803829943,49.764279168517604,45.44949663559843,60.253947479523774,51.94941233020718,49.88543876057807,49.94433917513145,50.00734597499499,55.2025497856622,59.76076738241798,53.41085655063391,50.862741838745734,50.31187295211221,49.72331721928802,49.43398255535399,29.235096594130212,48.00099828821001,50.14833793844504,50.0740235935978,49.99371795184135,49.295315774383795,45.883188217552586,49.94901341277934,50.00881273292495,50.00370028387235,49.99816712135386,48.13189974156295,42.17743694536604,49.59182353923191,50.014395431613835,50.00739637509588,49.999820546058885,50.937570435113386,29.97708393010599,50.92214208205563,50.07898212099052,50.02958566340712,49.9761107902106,0.0
0,43.25208971051233,71.93453956073034,51.07033459121834,49.1688656132644,49.84323659741321,50.55218957220238,34.26862808186563,13.453439401029478,47.27685320414406,49.619692098296724,49.773616586668595,49.933208207479396,28.884598711695403,61.28425462784833,47.66717953422251,50.46604982801857,49.718205687240726,48.94526026897465,34.99503041308403,35.78494458423772,51.3269746296768,50.05701242181995,49.86420999687975,49.66187334690339,32.47111951597639,44.5085702130518,48.899927298288276,50.019945361487885,49.71702666890528,49.39786801700782,37.12221029765533,64.03880780894617,51.0593284547914,49.74218623271213,49.775189835533325,49.81018043990913,32.64294615348118,121.62475199185599,48.060804452046085,50.14465819572062,49.72666293453251,49.28380391662549,45.44946951349819,60.253947479523774,51.94941254786943,49.885439268044806,49.944339172942904,50.007345431069325,55.20260410558091,59.76076738241798,53.41088978028692,50.86274993601458,50.31187453801931,49.72331180994935,49.43401302336028,29.235096594130212,48.00098812083881,50.148343254334776,50.07402673283006,49.993718722886285,49.29528783686938,45.883188217552586,49.948991804647264,50.00880713885351,50.003697932466196,49.998168278102554,48.13193642796829,42.17743694536604,49.59184511977095,50.01439846943774,50.00739794273865,49.99982052102074,50.93759982562192,29.97708393010599,50.92214198194192,50.078982293211254,50.02958566340712,49.976110592632125,51.0958084465314,43.16992649806902,50.05074288792761,49.85629549438478,49.955635805888605,50.06328882385577,0.0
